instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_workingday,temp_category
8738,2012-01-04,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,1,Very Cold
8739,2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,1,Very Cold
8740,2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,1,Very Cold
8741,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,1,Cold
8742,2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,1,Very Cold
8743,2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,1,Very Cold
8744,2012-01-05,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,1,Very Cold
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,1,Very Cold
8746,2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,1,Very Cold
8747,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,1,Very Cold
8748,2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,1,Very Cold
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,1,Very Cold
8750,2012-01-05,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,1,Cold
8751,2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,1,Cold
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,1,Cold
8753,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,1,Cold
8754,2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,1,Cold
8755,2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,1,Cold
8756,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,1,Cold
8757,2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,1,Cold
8758,2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,1,Cold
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,1,Cold
8760,2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,1,Cold
8761,2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,1,Cold
8762,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,1,Cold
8763,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,1,Cold
8764,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,1,Cold
8765,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,1,Cold
8766,2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,1,Cold
8767,2012-01-06,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,1,Cold
8768,2012-01-06,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,1,Cold
8769,2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,1,Cold
8770,2012-01-06,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,1,Very Cold
8771,2012-01-06,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,1,Cold
8772,2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,1,Cold
8773,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,1,Cold
8774,2012-01-06,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,1,Cold
8775,2012-01-06,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,1,Cold
8776,2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,1,Cold
8777,2012-01-06,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,1,Cold
8778,2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,1,Cold
8779,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,1,Mild
8780,2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,1,Mild
8781,2012-01-06,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,1,Mild
8782,2012-01-06,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,1,Mild
8783,2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,1,Mild
8784,2012-01-06,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,1,Mild
8785,2012-01-06,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,1,Mild
8786,2012-01-06,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,1,Cold
8787,2012-01-06,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,1,Cold
8788,2012-01-06,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,1,Cold
8789,2012-01-07,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,0,Cold
8790,2012-01-07,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,0,Cold
8791,2012-01-07,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,0,Cold
8792,2012-01-07,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,0,Cold
8793,2012-01-07,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,0,Cold
8794,2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,0,Cold
8795,2012-01-07,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,0,Cold
8796,2012-01-07,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,0,Cold
8797,2012-01-07,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,0,Cold
8798,2012-01-07,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,0,Cold
8799,2012-01-07,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,0,Cold
8800,2012-01-07,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,0,Cold
8801,2012-01-07,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,0,Cold
8802,2012-01-07,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,0,Mild
8803,2012-01-07,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,0,Mild
8804,2012-01-07,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,0,Mild
8805,2012-01-07,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,0,Mild
8806,2012-01-07,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,0,Mild
8807,2012-01-07,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,0,Mild
8808,2012-01-07,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,0,Mild
8809,2012-01-07,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,0,Mild
8810,2012-01-07,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,0,Mild
8811,2012-01-07,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,0,Mild
8812,2012-01-07,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,0,Mild
8813,2012-01-08,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,0,Cold
8814,2012-01-08,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,0,Cold
8815,2012-01-08,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,0,Cold
8816,2012-01-08,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,0,Cold
8817,2012-01-08,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,0,Cold
8818,2012-01-08,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,0,Cold
8819,2012-01-08,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,0,Cold
8820,2012-01-08,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,0,Cold
8821,2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,0,Cold
8822,2012-01-08,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,0,Cold
8823,2012-01-08,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,0,Cold
8824,2012-01-08,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,0,Cold
8825,2012-01-08,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,0,Cold
8826,2012-01-08,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,0,Cold
8827,2012-01-08,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,0,Cold
8828,2012-01-08,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,0,Cold
8829,2012-01-08,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,0,Cold
8830,2012-01-08,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,0,Cold
8831,2012-01-08,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,0,Cold
8832,2012-01-08,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,8,104,112,0,Cold
8833,2012-01-08,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,7,119,126,0,Cold
8834,2012-01-08,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,10,81,91,0,Cold
8835,2012-01-08,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58,0,Cold
8836,2012-01-08,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,0,Cold
8837,2012-01-09,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3,12,15,1,Cold
8838,2012-01-09,1,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,1,4,5,1,Cold
8839,2012-01-09,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5,1,Cold
8840,2012-01-09,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3,1,Cold
8841,2012-01-09,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4,4,1,Cold
8842,2012-01-09,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0,21,21,1,Very Cold
8843,2012-01-09,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88,1,Cold
8844,2012-01-09,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240,1,Cold
8845,2012-01-09,1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,13,407,420,1,Cold
8846,2012-01-09,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,9,188,197,1,Cold
8847,2012-01-09,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,13,95,108,1,Cold
8848,2012-01-09,1,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,6,82,88,1,Cold
8849,2012-01-09,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,10,93,103,1,Cold
8850,2012-01-09,1,1,1,13,0,1,1,2,0.26,0.2727,0.56,0.1045,3,77,80,1,Cold
8851,2012-01-09,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,1,Cold
8852,2012-01-09,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69,1,Cold
8853,2012-01-09,1,1,1,16,0,1,1,3,0.22,0.2576,0.87,0.0896,3,46,49,1,Cold
8854,2012-01-09,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,5,147,152,1,Cold
8855,2012-01-09,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,6,158,164,1,Very Cold
8856,2012-01-09,1,1,1,19,0,1,1,3,0.2,0.2273,0.93,0.0896,3,187,190,1,Very Cold
8857,2012-01-09,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,5,127,132,1,Very Cold
8858,2012-01-09,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0.0,1,78,79,1,Very Cold
8859,2012-01-09,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,8,54,62,1,Very Cold
8860,2012-01-09,1,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,1,51,52,1,Cold
8861,2012-01-10,1,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0,14,14,1,Cold
8862,2012-01-10,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5,1,Cold
8863,2012-01-10,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4,1,Cold
8864,2012-01-10,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4,4,1,Very Cold
8865,2012-01-10,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23,1,Cold
8866,2012-01-10,1,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,0,79,79,1,Very Cold
8867,2012-01-10,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,3,219,222,1,Very Cold
8868,2012-01-10,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,6,465,471,1,Very Cold
8869,2012-01-10,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,11,184,195,1,Very Cold
8870,2012-01-10,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,3,80,83,1,Very Cold
8871,2012-01-10,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93,101,1,Mild
8872,2012-01-10,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127,140,1,Mild
8873,2012-01-10,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178,1,Mild
8874,2012-01-10,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,10,96,106,1,Mild
8875,2012-01-10,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119,136,1,Mild
8876,2012-01-10,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225,240,1,Mild
8877,2012-01-10,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460,1,Mild
8878,2012-01-10,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,1,Cold
8879,2012-01-10,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281,1,Cold
8880,2012-01-10,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200,1,Cold
8881,2012-01-10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116,1,Cold
8882,2012-01-10,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114,1,Cold
8883,2012-01-10,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41,1,Cold
8884,2012-01-11,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0.0,2,26,28,1,Cold
8885,2012-01-11,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,1,6,7,1,Cold
8886,2012-01-11,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5,5,1,Very Cold
8887,2012-01-11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,0,4,4,1,Cold
8888,2012-01-11,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2,1,Very Cold
8889,2012-01-11,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,0,22,22,1,Very Cold
8890,2012-01-11,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72,74,1,Very Cold
8891,2012-01-11,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256,1,Very Cold
8892,2012-01-11,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499,1,Very Cold
8893,2012-01-11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225,1,Very Cold
8894,2012-01-11,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,13,84,97,1,Cold
8895,2012-01-11,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90,99,1,Cold
8896,2012-01-11,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0.0,4,51,55,1,Cold
8897,2012-01-11,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0.0,8,57,65,1,Cold
8898,2012-01-11,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,3,70,73,1,Cold
8899,2012-01-11,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73,79,1,Cold
8900,2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112,118,1,Cold
8901,2012-01-11,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,6,128,134,1,Cold
8902,2012-01-11,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,2,96,98,1,Cold
8903,2012-01-11,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,1,92,93,1,Cold
8904,2012-01-11,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55,57,1,Cold
8905,2012-01-11,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29,29,1,Cold
8906,2012-01-11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,0,49,49,1,Cold
8907,2012-01-11,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,0,9,9,1,Cold
8908,2012-01-12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3,3,1,Cold
8909,2012-01-12,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,0,3,3,1,Cold
8910,2012-01-12,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1,2,1,Cold
8911,2012-01-12,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,0,3,3,1,Cold
8912,2012-01-12,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,0,2,2,1,Cold
8913,2012-01-12,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,0,16,16,1,Cold
8914,2012-01-12,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,1,88,89,1,Cold
8915,2012-01-12,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,2,218,220,1,Cold
8916,2012-01-12,1,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,11,497,508,1,Cold
8917,2012-01-12,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230,1,Cold
8918,2012-01-12,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84,90,1,Cold
8919,2012-01-12,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,18,101,119,1,Cold
8920,2012-01-12,1,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,14,130,144,1,Cold
8921,2012-01-12,1,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,13,170,183,1,Mild
8922,2012-01-12,1,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,24,132,156,1,Mild
8923,2012-01-12,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156,188,1,Mild
8924,2012-01-12,1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,33,248,281,1,Mild
8925,2012-01-12,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472,495,1,Mild
8926,2012-01-12,1,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,22,399,421,1,Mild
8927,2012-01-12,1,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,17,313,330,1,Mild
8928,2012-01-12,1,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,11,229,240,1,Mild
8929,2012-01-12,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,12,162,174,1,Mild
8930,2012-01-12,1,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,12,121,133,1,Cold
8931,2012-01-12,1,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,7,60,67,1,Cold
8932,2012-01-13,1,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,4,38,42,1,Cold
8933,2012-01-13,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,0,12,12,1,Cold
8934,2012-01-13,1,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,1,13,14,1,Cold
8935,2012-01-13,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4,7,1,Cold
8936,2012-01-13,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,1,2,3,1,Cold
8937,2012-01-13,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21,21,1,Cold
8938,2012-01-13,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,2,71,73,1,Cold
8939,2012-01-13,1,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,3,174,177,1,Cold
8940,2012-01-13,1,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,11,408,419,1,Cold
8941,2012-01-13,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214,1,Cold
8942,2012-01-13,1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,2,101,103,1,Cold
8943,2012-01-13,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,12,102,114,1,Cold
8944,2012-01-13,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,14,140,154,1,Cold
8945,2012-01-13,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,14,140,154,1,Cold
8946,2012-01-13,1,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,10,119,129,1,Cold
8947,2012-01-13,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138,1,Cold
8948,2012-01-13,1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233,1,Cold
8949,2012-01-13,1,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,15,317,332,1,Cold
8950,2012-01-13,1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,7,294,301,1,Cold
8951,2012-01-13,1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,7,199,206,1,Cold
8952,2012-01-13,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,136,1,Cold
8953,2012-01-13,1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102,1,Cold
8954,2012-01-13,1,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,7,58,65,1,Very Cold
8955,2012-01-13,1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,5,60,65,1,Very Cold
8956,2012-01-14,1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,2,42,44,0,Very Cold
8957,2012-01-14,1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,6,44,50,0,Very Cold
8958,2012-01-14,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32,38,0,Very Cold
8959,2012-01-14,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,6,14,20,0,Very Cold
8960,2012-01-14,1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0,3,3,0,Very Cold
8961,2012-01-14,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4,0,Very Cold
8962,2012-01-14,1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0.0,0,5,5,0,Very Cold
8963,2012-01-14,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24,0,Very Cold
8964,2012-01-14,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92,0,Very Cold
8965,2012-01-14,1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,3,78,81,0,Very Cold
8966,2012-01-14,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0.0,14,135,149,0,Very Cold
8967,2012-01-14,1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150,178,0,Very Cold
8968,2012-01-14,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219,0,Cold
8969,2012-01-14,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220,0,Cold
8970,2012-01-14,1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179,231,0,Cold
8971,2012-01-14,1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177,226,0,Cold
8972,2012-01-14,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206,0,Cold
8973,2012-01-14,1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129,144,0,Cold
8974,2012-01-14,1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122,143,0,Cold
8975,2012-01-14,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90,102,0,Very Cold
8976,2012-01-14,1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,8,95,103,0,Very Cold
8977,2012-01-14,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66,69,0,Very Cold
8978,2012-01-14,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66,0,Very Cold
8979,2012-01-14,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71,76,0,Very Cold
8980,2012-01-15,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59,0,Very Cold
8981,2012-01-15,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40,42,0,Very Cold
8982,2012-01-15,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43,0,Very Cold
8983,2012-01-15,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25,0,Very Cold
8984,2012-01-15,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6,0,Very Cold
